title,from_date,count
Assistant Engineer,12/21/1999,3
Engineer,12/21/1999,19
Senior Staff,12/21/1999,28
Senior Engineer,12/21/1999,14
Senior Staff,12/20/1999,20
Senior Engineer,12/20/1999,27
Assistant Engineer,12/20/1999,3
Staff,12/20/1999,19
Technique Leader,12/20/1999,6
Engineer,12/20/1999,25
Senior Engineer,12/19/1999,21
Technique Leader,12/19/1999,4
Engineer,12/19/1999,19
Senior Staff,12/19/1999,23
Staff,12/19/1999,22
Assistant Engineer,12/19/1999,3
Technique Leader,12/18/1999,1
Staff,12/18/1999,16
Senior Engineer,12/18/1999,21
Assistant Engineer,12/18/1999,1
Engineer,12/18/1999,19
Senior Staff,12/18/1999,23
Technique Leader,12/17/1999,3
Senior Staff,12/17/1999,19
Assistant Engineer,12/17/1999,4
Senior Engineer,12/17/1999,18
Staff,12/17/1999,20
Engineer,12/17/1999,21
Engineer,12/16/1999,19
Assistant Engineer,12/16/1999,1
Technique Leader,12/16/1999,3
Senior Engineer,12/16/1999,16
Senior Staff,12/16/1999,16
Staff,12/16/1999,20
Assistant Engineer,12/15/1999,5
Technique Leader,12/15/1999,3
Senior Engineer,12/15/1999,27
Senior Staff,12/15/1999,26
Engineer,12/15/1999,22
Staff,12/15/1999,11
Technique Leader,12/14/1999,4
Senior Staff,12/14/1999,23
Senior Engineer,12/14/1999,22
Engineer,12/14/1999,30
Staff,12/14/1999,19
Assistant Engineer,12/14/1999,2
Senior Staff,12/13/1999,20
Assistant Engineer,12/13/1999,4
Technique Leader,12/13/1999,3
Senior Engineer,12/13/1999,18
Engineer,12/13/1999,21
Staff,12/13/1999,21
Staff,12/12/1999,23
Senior Staff,12/12/1999,21
Engineer,12/12/1999,24
Assistant Engineer,12/12/1999,6
Senior Engineer,12/12/1999,28
Staff,12/11/1999,21
Assistant Engineer,12/11/1999,5
Senior Staff,12/11/1999,24
Senior Engineer,12/11/1999,22
Engineer,12/11/1999,31
Staff,12/10/1999,21
Technique Leader,12/10/1999,3
Assistant Engineer,12/10/1999,3
Senior Staff,12/10/1999,20
Senior Engineer,12/10/1999,24
Engineer,12/10/1999,16
Technique Leader,12/9/1999,4
Senior Engineer,12/9/1999,16
Assistant Engineer,12/9/1999,4
Staff,12/9/1999,28
Engineer,12/9/1999,23
Senior Staff,12/9/1999,23
Technique Leader,12/8/1999,3
Staff,12/8/1999,22
Engineer,12/8/1999,20
Assistant Engineer,12/8/1999,1
Senior Staff,12/8/1999,20
Senior Engineer,12/8/1999,26
Engineer,12/7/1999,30
Senior Staff,12/7/1999,19
Assistant Engineer,12/7/1999,5
Staff,12/7/1999,21
Technique Leader,12/7/1999,1
Senior Engineer,12/7/1999,16
Senior Staff,12/6/1999,17
Staff,12/6/1999,16
Engineer,12/6/1999,17
Assistant Engineer,12/6/1999,2
Technique Leader,12/6/1999,2
Senior Engineer,12/6/1999,20
Assistant Engineer,12/5/1999,5
Senior Staff,12/5/1999,22
Engineer,12/5/1999,19
Senior Engineer,12/5/1999,30
Staff,12/5/1999,19
Technique Leader,12/5/1999,2
Technique Leader,12/4/1999,1
Senior Staff,12/4/1999,27
Senior Engineer,12/4/1999,37
Staff,12/4/1999,21
Engineer,12/4/1999,35
Assistant Engineer,12/4/1999,1
Staff,12/3/1999,18
Engineer,12/3/1999,23
Senior Engineer,12/3/1999,22
Assistant Engineer,12/3/1999,3
Senior Staff,12/3/1999,18
Technique Leader,12/3/1999,6
Senior Staff,12/2/1999,19
Senior Engineer,12/2/1999,25
Staff,12/2/1999,22
Technique Leader,12/2/1999,3
Engineer,12/2/1999,29
Assistant Engineer,12/2/1999,5
Senior Staff,12/1/1999,21
Assistant Engineer,12/1/1999,3
Senior Engineer,12/1/1999,14
Technique Leader,12/1/1999,3
Engineer,12/1/1999,19
Staff,12/1/1999,20
Staff,11/30/1999,15
Technique Leader,11/30/1999,2
Senior Engineer,11/30/1999,26
Assistant Engineer,11/30/1999,10
Engineer,11/30/1999,20
Senior Staff,11/30/1999,20
Staff,11/29/1999,20
Senior Engineer,11/29/1999,24
Engineer,11/29/1999,23
Technique Leader,11/29/1999,2
Senior Staff,11/29/1999,25
Assistant Engineer,11/29/1999,5
Technique Leader,11/28/1999,3
Engineer,11/28/1999,19
Assistant Engineer,11/28/1999,2
Senior Staff,11/28/1999,22
Senior Engineer,11/28/1999,21
Staff,11/28/1999,18
Engineer,11/27/1999,15
Staff,11/27/1999,31
Assistant Engineer,11/27/1999,3
Technique Leader,11/27/1999,2
Senior Engineer,11/27/1999,29
Senior Staff,11/27/1999,27
Senior Staff,11/26/1999,21
Technique Leader,11/26/1999,5
Engineer,11/26/1999,21
Senior Engineer,11/26/1999,22
Staff,11/26/1999,21
Senior Staff,11/25/1999,22
Technique Leader,11/25/1999,3
Assistant Engineer,11/25/1999,2
Engineer,11/25/1999,24
Staff,11/25/1999,18
Senior Engineer,11/25/1999,30
Technique Leader,11/24/1999,1
Senior Engineer,11/24/1999,25
Staff,11/24/1999,26
Senior Staff,11/24/1999,25
Assistant Engineer,11/24/1999,4
Engineer,11/24/1999,27
Engineer,11/23/1999,22
Assistant Engineer,11/23/1999,1
Senior Engineer,11/23/1999,23
Senior Staff,11/23/1999,18
Staff,11/23/1999,26
Technique Leader,11/23/1999,5
Technique Leader,11/22/1999,4
Senior Staff,11/22/1999,22
Engineer,11/22/1999,21
Assistant Engineer,11/22/1999,4
Staff,11/22/1999,20
Senior Engineer,11/22/1999,21
Senior Engineer,11/21/1999,20
Assistant Engineer,11/21/1999,4
Technique Leader,11/21/1999,1
Senior Staff,11/21/1999,29
Engineer,11/21/1999,25
Staff,11/21/1999,22
Senior Engineer,11/20/1999,22
Technique Leader,11/20/1999,3
Engineer,11/20/1999,19
Assistant Engineer,11/20/1999,2
Staff,11/20/1999,17
Senior Staff,11/20/1999,29
Senior Staff,11/19/1999,21
Staff,11/19/1999,23
Technique Leader,11/19/1999,1
Engineer,11/19/1999,16
Senior Engineer,11/19/1999,25
Assistant Engineer,11/19/1999,3
Senior Engineer,11/18/1999,18
Engineer,11/18/1999,28
Senior Staff,11/18/1999,20
Staff,11/18/1999,20
Technique Leader,11/18/1999,4
Assistant Engineer,11/18/1999,5
Senior Engineer,11/17/1999,21
Engineer,11/17/1999,18
Assistant Engineer,11/17/1999,4
Senior Staff,11/17/1999,20
Staff,11/17/1999,18
Technique Leader,11/17/1999,3
Technique Leader,11/16/1999,4
Staff,11/16/1999,21
Senior Staff,11/16/1999,24
Senior Engineer,11/16/1999,24
Engineer,11/16/1999,15
Assistant Engineer,11/16/1999,1
Assistant Engineer,11/15/1999,2
Senior Engineer,11/15/1999,20
Engineer,11/15/1999,21
Senior Staff,11/15/1999,20
Staff,11/15/1999,21
Technique Leader,11/14/1999,2
Staff,11/14/1999,14
Assistant Engineer,11/14/1999,1
Senior Engineer,11/14/1999,32
Senior Staff,11/14/1999,20
Engineer,11/14/1999,16
Staff,11/13/1999,13
Assistant Engineer,11/13/1999,1
Senior Engineer,11/13/1999,18
Technique Leader,11/13/1999,2
Senior Staff,11/13/1999,28
Engineer,11/13/1999,17
Assistant Engineer,11/12/1999,3
Senior Engineer,11/12/1999,27
Staff,11/12/1999,18
Engineer,11/12/1999,22
Technique Leader,11/12/1999,1
Senior Staff,11/12/1999,27
Senior Staff,11/11/1999,21
Senior Engineer,11/11/1999,23
Engineer,11/11/1999,31
Technique Leader,11/11/1999,2
Assistant Engineer,11/11/1999,2
Staff,11/11/1999,16
Technique Leader,11/10/1999,4
Staff,11/10/1999,26
Senior Staff,11/10/1999,20
Assistant Engineer,11/10/1999,6
Senior Engineer,11/10/1999,15
Engineer,11/10/1999,26
Staff,11/9/1999,16
Senior Staff,11/9/1999,20
Senior Engineer,11/9/1999,29
Engineer,11/9/1999,11
Assistant Engineer,11/9/1999,11
Senior Staff,11/8/1999,26
Staff,11/8/1999,25
Senior Engineer,11/8/1999,21
Assistant Engineer,11/8/1999,2
Technique Leader,11/8/1999,1
Engineer,11/8/1999,15
Senior Staff,11/7/1999,8
Assistant Engineer,11/7/1999,1
Technique Leader,11/7/1999,5
Staff,11/7/1999,16
Engineer,11/7/1999,22
Senior Engineer,11/7/1999,25
Engineer,11/6/1999,24
Staff,11/6/1999,26
Senior Engineer,11/6/1999,21
Assistant Engineer,11/6/1999,1
Senior Staff,11/6/1999,21
Technique Leader,11/6/1999,2
Staff,11/5/1999,27
Senior Staff,11/5/1999,17
Technique Leader,11/5/1999,2
Senior Engineer,11/5/1999,22
Engineer,11/5/1999,23
Engineer,11/4/1999,20
Assistant Engineer,11/4/1999,3
Senior Engineer,11/4/1999,24
Senior Staff,11/4/1999,22
Technique Leader,11/4/1999,4
Staff,11/4/1999,16
Senior Staff,11/3/1999,19
Senior Engineer,11/3/1999,20
Engineer,11/3/1999,20
Staff,11/3/1999,20
Technique Leader,11/3/1999,1
Assistant Engineer,11/3/1999,3
Assistant Engineer,11/2/1999,3
Senior Staff,11/2/1999,25
Staff,11/2/1999,10
Senior Engineer,11/2/1999,19
Engineer,11/2/1999,26
Engineer,11/1/1999,24
Senior Engineer,11/1/1999,28
Technique Leader,11/1/1999,1
Senior Staff,11/1/1999,17
Staff,11/1/1999,16
Assistant Engineer,11/1/1999,2
Senior Staff,10/31/1999,16
Engineer,10/31/1999,31
Staff,10/31/1999,20
Assistant Engineer,10/31/1999,3
Senior Engineer,10/31/1999,17
Engineer,10/30/1999,23
Senior Staff,10/30/1999,13
Senior Engineer,10/30/1999,26
Assistant Engineer,10/30/1999,4
Technique Leader,10/30/1999,4
Staff,10/30/1999,19
Assistant Engineer,10/29/1999,1
Senior Staff,10/29/1999,24
Engineer,10/29/1999,24
Senior Engineer,10/29/1999,22
Technique Leader,10/29/1999,2
Staff,10/29/1999,22
Technique Leader,10/28/1999,7
Engineer,10/28/1999,24
Staff,10/28/1999,22
Senior Engineer,10/28/1999,24
Senior Staff,10/28/1999,12
Assistant Engineer,10/28/1999,2
Engineer,10/27/1999,25
Senior Staff,10/27/1999,28
Senior Engineer,10/27/1999,22
Assistant Engineer,10/27/1999,4
Staff,10/27/1999,13
Technique Leader,10/26/1999,4
Staff,10/26/1999,24
Assistant Engineer,10/26/1999,4
Engineer,10/26/1999,22
Senior Engineer,10/26/1999,29
Senior Staff,10/26/1999,18
Engineer,10/25/1999,15
Technique Leader,10/25/1999,1
Senior Staff,10/25/1999,24
Assistant Engineer,10/25/1999,4
Staff,10/25/1999,15
Senior Engineer,10/25/1999,19
Staff,10/24/1999,17
Senior Engineer,10/24/1999,18
Engineer,10/24/1999,13
Senior Staff,10/24/1999,22
Technique Leader,10/24/1999,4
Assistant Engineer,10/24/1999,2
Senior Engineer,10/23/1999,24
Assistant Engineer,10/23/1999,3
Technique Leader,10/23/1999,6
Staff,10/23/1999,22
Engineer,10/23/1999,26
Senior Staff,10/23/1999,13
Senior Staff,10/22/1999,20
Senior Engineer,10/22/1999,22
Staff,10/22/1999,22
Engineer,10/22/1999,20
Engineer,10/21/1999,22
Technique Leader,10/21/1999,4
Senior Engineer,10/21/1999,24
Senior Staff,10/21/1999,19
Assistant Engineer,10/21/1999,1
Staff,10/21/1999,19
Engineer,10/20/1999,19
Staff,10/20/1999,20
Senior Engineer,10/20/1999,21
Assistant Engineer,10/20/1999,2
Technique Leader,10/20/1999,1
Senior Staff,10/20/1999,20
Staff,10/19/1999,31
Senior Staff,10/19/1999,19
Technique Leader,10/19/1999,3
Engineer,10/19/1999,16
Senior Engineer,10/19/1999,29
Assistant Engineer,10/19/1999,5
Senior Engineer,10/18/1999,29
Senior Staff,10/18/1999,28
Engineer,10/18/1999,23
Staff,10/18/1999,19
Technique Leader,10/18/1999,3
Assistant Engineer,10/18/1999,1
Senior Staff,10/17/1999,24
Staff,10/17/1999,13
Assistant Engineer,10/17/1999,2
Technique Leader,10/17/1999,1
Senior Engineer,10/17/1999,23
Engineer,10/17/1999,17
Engineer,10/16/1999,30
Senior Engineer,10/16/1999,23
Technique Leader,10/16/1999,2
Staff,10/16/1999,23
Senior Staff,10/16/1999,15
Assistant Engineer,10/15/1999,3
Engineer,10/15/1999,21
Staff,10/15/1999,21
Senior Staff,10/15/1999,25
Senior Engineer,10/15/1999,20
Technique Leader,10/15/1999,1
Engineer,10/14/1999,18
Staff,10/14/1999,25
Technique Leader,10/14/1999,2
Senior Staff,10/14/1999,16
Senior Engineer,10/14/1999,26
Assistant Engineer,10/14/1999,2
Engineer,10/13/1999,28
Senior Engineer,10/13/1999,31
Technique Leader,10/13/1999,1
Staff,10/13/1999,11
Senior Staff,10/13/1999,22
Assistant Engineer,10/13/1999,3
Senior Staff,10/12/1999,19
Engineer,10/12/1999,20
Staff,10/12/1999,16
Senior Engineer,10/12/1999,18
Assistant Engineer,10/12/1999,4
Technique Leader,10/12/1999,3
Senior Engineer,10/11/1999,24
Staff,10/11/1999,27
Technique Leader,10/11/1999,2
Assistant Engineer,10/11/1999,2
Engineer,10/11/1999,12
Senior Staff,10/11/1999,16
Technique Leader,10/10/1999,3
Senior Staff,10/10/1999,18
Senior Engineer,10/10/1999,23
Engineer,10/10/1999,20
Staff,10/10/1999,21
Assistant Engineer,10/10/1999,4
Technique Leader,10/9/1999,2
Staff,10/9/1999,22
Engineer,10/9/1999,22
Senior Engineer,10/9/1999,34
Senior Staff,10/9/1999,12
Assistant Engineer,10/9/1999,2
Engineer,10/8/1999,18
Assistant Engineer,10/8/1999,4
Senior Staff,10/8/1999,24
Senior Engineer,10/8/1999,25
Staff,10/8/1999,16
Engineer,10/7/1999,13
Technique Leader,10/7/1999,2
Assistant Engineer,10/7/1999,3
Staff,10/7/1999,31
Senior Engineer,10/7/1999,24
Senior Staff,10/7/1999,22
Staff,10/6/1999,23
Senior Staff,10/6/1999,17
Technique Leader,10/6/1999,4
Senior Engineer,10/6/1999,18
Assistant Engineer,10/6/1999,5
Engineer,10/6/1999,18
Senior Engineer,10/5/1999,26
Engineer,10/5/1999,17
Technique Leader,10/5/1999,2
Senior Staff,10/5/1999,27
Staff,10/5/1999,16
Assistant Engineer,10/5/1999,1
Senior Engineer,10/4/1999,28
Assistant Engineer,10/4/1999,2
Engineer,10/4/1999,19
Senior Staff,10/4/1999,14
Staff,10/4/1999,28
Technique Leader,10/4/1999,4
Engineer,10/3/1999,17
Staff,10/3/1999,19
Assistant Engineer,10/3/1999,1
Senior Engineer,10/3/1999,29
Senior Staff,10/3/1999,20
Assistant Engineer,10/2/1999,4
Engineer,10/2/1999,22
Technique Leader,10/2/1999,4
Staff,10/2/1999,21
Senior Engineer,10/2/1999,24
Senior Staff,10/2/1999,25
Engineer,10/1/1999,29
Technique Leader,10/1/1999,4
Staff,10/1/1999,18
Senior Engineer,10/1/1999,23
Senior Staff,10/1/1999,16
Assistant Engineer,10/1/1999,5
Engineer,9/30/1999,16
Technique Leader,9/30/1999,4
Senior Staff,9/30/1999,16
Assistant Engineer,9/30/1999,2
Senior Engineer,9/30/1999,24
Staff,9/30/1999,23
Engineer,9/29/1999,21
Staff,9/29/1999,22
Technique Leader,9/29/1999,2
Senior Staff,9/29/1999,22
Assistant Engineer,9/29/1999,1
Senior Engineer,9/29/1999,29
Technique Leader,9/28/1999,1
Senior Staff,9/28/1999,21
Engineer,9/28/1999,19
Staff,9/28/1999,25
Senior Engineer,9/28/1999,24
Engineer,9/27/1999,21
Senior Engineer,9/27/1999,23
Technique Leader,9/27/1999,4
Senior Staff,9/27/1999,21
Assistant Engineer,9/27/1999,2
Staff,9/27/1999,20
Engineer,9/26/1999,16
Senior Staff,9/26/1999,20
Staff,9/26/1999,17
Technique Leader,9/26/1999,3
Senior Engineer,9/26/1999,24
Assistant Engineer,9/26/1999,2
Staff,9/25/1999,21
Senior Engineer,9/25/1999,25
Senior Staff,9/25/1999,24
Technique Leader,9/25/1999,3
Engineer,9/25/1999,34
Senior Engineer,9/24/1999,18
Technique Leader,9/24/1999,1
Senior Staff,9/24/1999,19
Engineer,9/24/1999,20
Staff,9/24/1999,12
Assistant Engineer,9/24/1999,3
Staff,9/23/1999,22
Senior Engineer,9/23/1999,20
Engineer,9/23/1999,20
Senior Staff,9/23/1999,27
Technique Leader,9/23/1999,3
Assistant Engineer,9/23/1999,3
Assistant Engineer,9/22/1999,2
Senior Staff,9/22/1999,17
Staff,9/22/1999,31
Engineer,9/22/1999,27
Technique Leader,9/22/1999,4
Senior Engineer,9/22/1999,27
Engineer,9/21/1999,20
Assistant Engineer,9/21/1999,2
Senior Engineer,9/21/1999,24
Staff,9/21/1999,29
Technique Leader,9/21/1999,2
Senior Staff,9/21/1999,13
Engineer,9/20/1999,22
Technique Leader,9/20/1999,4
Senior Engineer,9/20/1999,32
Senior Staff,9/20/1999,19
Staff,9/20/1999,21
Assistant Engineer,9/20/1999,1
Senior Staff,9/19/1999,17
Engineer,9/19/1999,14
Technique Leader,9/19/1999,2
Assistant Engineer,9/19/1999,3
Staff,9/19/1999,18
Senior Engineer,9/19/1999,32
Senior Staff,9/18/1999,23
Technique Leader,9/18/1999,2
Staff,9/18/1999,20
Engineer,9/18/1999,17
Assistant Engineer,9/18/1999,4
Senior Engineer,9/18/1999,17
Engineer,9/17/1999,25
Senior Engineer,9/17/1999,26
Technique Leader,9/17/1999,3
Staff,9/17/1999,14
Assistant Engineer,9/17/1999,2
Senior Staff,9/17/1999,16
Technique Leader,9/16/1999,7
Senior Staff,9/16/1999,19
Assistant Engineer,9/16/1999,7
Staff,9/16/1999,23
Engineer,9/16/1999,27
Senior Engineer,9/16/1999,24
Engineer,9/15/1999,21
Senior Engineer,9/15/1999,19
Technique Leader,9/15/1999,4
Staff,9/15/1999,10
Assistant Engineer,9/15/1999,3
Senior Staff,9/15/1999,21
Senior Engineer,9/14/1999,18
Senior Staff,9/14/1999,25
Assistant Engineer,9/14/1999,4
Technique Leader,9/14/1999,2
Engineer,9/14/1999,23
Staff,9/14/1999,19
Engineer,9/13/1999,22
Staff,9/13/1999,14
Senior Engineer,9/13/1999,27
Technique Leader,9/13/1999,5
Assistant Engineer,9/13/1999,3
Senior Staff,9/13/1999,20
Staff,9/12/1999,16
Assistant Engineer,9/12/1999,4
Engineer,9/12/1999,18
Senior Staff,9/12/1999,20
Senior Engineer,9/12/1999,32
Engineer,9/11/1999,17
Technique Leader,9/11/1999,8
Staff,9/11/1999,25
Senior Engineer,9/11/1999,24
Senior Staff,9/11/1999,19
Technique Leader,9/10/1999,3
Engineer,9/10/1999,20
Senior Engineer,9/10/1999,29
Staff,9/10/1999,22
Assistant Engineer,9/10/1999,2
Senior Staff,9/10/1999,23
Engineer,9/9/1999,25
Technique Leader,9/9/1999,1
Senior Engineer,9/9/1999,29
Senior Staff,9/9/1999,17
Assistant Engineer,9/9/1999,2
Staff,9/9/1999,22
Assistant Engineer,9/8/1999,1
Engineer,9/8/1999,21
Senior Staff,9/8/1999,17
Senior Engineer,9/8/1999,25
Technique Leader,9/8/1999,4
Staff,9/8/1999,14
Technique Leader,9/7/1999,1
Staff,9/7/1999,27
Senior Engineer,9/7/1999,30
Senior Staff,9/7/1999,12
Engineer,9/7/1999,21
Assistant Engineer,9/7/1999,5
Senior Staff,9/6/1999,18
Senior Engineer,9/6/1999,29
Engineer,9/6/1999,15
Technique Leader,9/6/1999,2
Staff,9/6/1999,14
Assistant Engineer,9/6/1999,4
Assistant Engineer,9/5/1999,4
Staff,9/5/1999,15
Senior Staff,9/5/1999,20
Engineer,9/5/1999,20
Senior Engineer,9/5/1999,27
Technique Leader,9/5/1999,7
Engineer,9/4/1999,25
Technique Leader,9/4/1999,2
Senior Engineer,9/4/1999,21
Staff,9/4/1999,13
Senior Staff,9/4/1999,23
Assistant Engineer,9/4/1999,1
Staff,9/3/1999,17
Senior Staff,9/3/1999,27
Assistant Engineer,9/3/1999,3
Engineer,9/3/1999,22
Technique Leader,9/3/1999,5
Senior Engineer,9/3/1999,24
Technique Leader,9/2/1999,7
Engineer,9/2/1999,26
Assistant Engineer,9/2/1999,1
Senior Staff,9/2/1999,21
Staff,9/2/1999,21
Senior Engineer,9/2/1999,24
Technique Leader,9/1/1999,2
Senior Staff,9/1/1999,20
Assistant Engineer,9/1/1999,1
Staff,9/1/1999,32
Senior Engineer,9/1/1999,28
Engineer,9/1/1999,22
Staff,8/31/1999,15
Senior Engineer,8/31/1999,22
Senior Staff,8/31/1999,25
Assistant Engineer,8/31/1999,5
Engineer,8/31/1999,25
Technique Leader,8/31/1999,1
Senior Engineer,8/30/1999,28
Assistant Engineer,8/30/1999,3
Staff,8/30/1999,20
Senior Staff,8/30/1999,21
Engineer,8/30/1999,20
Technique Leader,8/29/1999,2
Assistant Engineer,8/29/1999,3
Staff,8/29/1999,18
Senior Engineer,8/29/1999,34
Senior Staff,8/29/1999,22
Engineer,8/29/1999,16
Engineer,8/28/1999,24
Senior Staff,8/28/1999,16
Technique Leader,8/28/1999,3
Senior Engineer,8/28/1999,31
Staff,8/28/1999,23
Assistant Engineer,8/28/1999,5
Engineer,8/27/1999,39
Senior Engineer,8/27/1999,16
Assistant Engineer,8/27/1999,3
Staff,8/27/1999,17
Senior Staff,8/27/1999,32
Technique Leader,8/27/1999,1
Senior Engineer,8/26/1999,25
Assistant Engineer,8/26/1999,4
Technique Leader,8/26/1999,1
Engineer,8/26/1999,27
Senior Staff,8/26/1999,13
Staff,8/26/1999,11
Senior Engineer,8/25/1999,17
Staff,8/25/1999,25
Senior Staff,8/25/1999,17
Technique Leader,8/25/1999,4
Engineer,8/25/1999,25
Assistant Engineer,8/25/1999,3
Technique Leader,8/24/1999,2
Senior Staff,8/24/1999,24
Staff,8/24/1999,22
Engineer,8/24/1999,19
Assistant Engineer,8/24/1999,1
Senior Engineer,8/24/1999,21
Assistant Engineer,8/23/1999,3
Technique Leader,8/23/1999,2
Senior Engineer,8/23/1999,38
Senior Staff,8/23/1999,32
Engineer,8/23/1999,14
Staff,8/23/1999,15
Technique Leader,8/22/1999,1
Assistant Engineer,8/22/1999,1
Senior Staff,8/22/1999,23
Senior Engineer,8/22/1999,24
Staff,8/22/1999,16
Engineer,8/22/1999,27
Staff,8/21/1999,19
Senior Staff,8/21/1999,33
Technique Leader,8/21/1999,5
Engineer,8/21/1999,24
Assistant Engineer,8/21/1999,1
Senior Engineer,8/21/1999,28
Senior Staff,8/20/1999,22
Senior Engineer,8/20/1999,29
Staff,8/20/1999,27
Engineer,8/20/1999,19
Technique Leader,8/20/1999,2
Assistant Engineer,8/20/1999,2
Technique Leader,8/19/1999,4
Senior Staff,8/19/1999,29
Staff,8/19/1999,11
Senior Engineer,8/19/1999,25
Engineer,8/19/1999,20
Assistant Engineer,8/19/1999,3
Staff,8/18/1999,19
Engineer,8/18/1999,27
Assistant Engineer,8/18/1999,3
Senior Staff,8/18/1999,32
Senior Engineer,8/18/1999,16
Technique Leader,8/18/1999,2
Engineer,8/17/1999,26
Assistant Engineer,8/17/1999,4
Staff,8/17/1999,23
Senior Engineer,8/17/1999,27
Senior Staff,8/17/1999,20
Technique Leader,8/17/1999,1
Senior Engineer,8/16/1999,16
Technique Leader,8/16/1999,1
Staff,8/16/1999,20
Engineer,8/16/1999,30
Senior Staff,8/16/1999,26
Senior Engineer,8/15/1999,21
Engineer,8/15/1999,22
Assistant Engineer,8/15/1999,3
Technique Leader,8/15/1999,8
Staff,8/15/1999,21
Senior Staff,8/15/1999,19
Senior Staff,8/14/1999,18
Engineer,8/14/1999,18
Senior Engineer,8/14/1999,19
Technique Leader,8/14/1999,3
Staff,8/14/1999,12
Technique Leader,8/13/1999,2
Engineer,8/13/1999,22
Assistant Engineer,8/13/1999,6
Senior Engineer,8/13/1999,21
Senior Staff,8/13/1999,14
Staff,8/13/1999,20
Staff,8/12/1999,23
Senior Staff,8/12/1999,25
Senior Engineer,8/12/1999,21
Assistant Engineer,8/12/1999,4
Technique Leader,8/12/1999,1
Engineer,8/12/1999,12
Technique Leader,8/11/1999,2
Senior Staff,8/11/1999,18
Senior Engineer,8/11/1999,30
Engineer,8/11/1999,23
Staff,8/11/1999,18
Senior Engineer,8/10/1999,27
Assistant Engineer,8/10/1999,3
Senior Staff,8/10/1999,19
Staff,8/10/1999,26
Engineer,8/10/1999,26
Technique Leader,8/10/1999,1
Senior Engineer,8/9/1999,18
Senior Staff,8/9/1999,24
Technique Leader,8/9/1999,3
Engineer,8/9/1999,18
Staff,8/9/1999,19
Assistant Engineer,8/9/1999,2
Senior Engineer,8/8/1999,22
Staff,8/8/1999,19
Engineer,8/8/1999,22
Technique Leader,8/8/1999,2
Senior Staff,8/8/1999,23
Assistant Engineer,8/8/1999,5
Assistant Engineer,8/7/1999,5
Senior Staff,8/7/1999,17
Staff,8/7/1999,25
Technique Leader,8/7/1999,2
Engineer,8/7/1999,18
Senior Engineer,8/7/1999,27
Technique Leader,8/6/1999,1
Staff,8/6/1999,26
Engineer,8/6/1999,18
Senior Engineer,8/6/1999,18
Senior Staff,8/6/1999,23
Assistant Engineer,8/6/1999,2
Senior Staff,8/5/1999,25
Engineer,8/5/1999,26
Senior Engineer,8/5/1999,26
Technique Leader,8/5/1999,3
Staff,8/5/1999,16
Assistant Engineer,8/5/1999,5
Senior Staff,8/4/1999,24
Technique Leader,8/4/1999,4
Assistant Engineer,8/4/1999,1
Engineer,8/4/1999,26
Senior Engineer,8/4/1999,18
Staff,8/4/1999,18
Senior Engineer,8/3/1999,18
Staff,8/3/1999,23
Senior Staff,8/3/1999,21
Assistant Engineer,8/3/1999,6
Engineer,8/3/1999,20
Technique Leader,8/3/1999,5
Senior Staff,8/2/1999,16
Engineer,8/2/1999,22
Technique Leader,8/2/1999,2
Staff,8/2/1999,30
Assistant Engineer,8/2/1999,4
Senior Engineer,8/2/1999,23
Engineer,8/1/1999,21
Assistant Engineer,8/1/1999,3
Senior Staff,8/1/1999,23
Technique Leader,8/1/1999,5
Senior Engineer,8/1/1999,27
Staff,8/1/1999,12
Senior Staff,7/31/1999,15
Engineer,7/31/1999,16
Technique Leader,7/31/1999,2
Assistant Engineer,7/31/1999,6
Senior Engineer,7/31/1999,20
Staff,7/31/1999,17
Staff,7/30/1999,20
Technique Leader,7/30/1999,5
Assistant Engineer,7/30/1999,4
Senior Staff,7/30/1999,18
Engineer,7/30/1999,18
Senior Engineer,7/30/1999,28
Senior Staff,7/29/1999,15
Assistant Engineer,7/29/1999,1
Staff,7/29/1999,23
Technique Leader,7/29/1999,4
Engineer,7/29/1999,18
Senior Engineer,7/29/1999,20
Engineer,7/28/1999,15
Technique Leader,7/28/1999,2
Assistant Engineer,7/28/1999,1
Staff,7/28/1999,19
Senior Engineer,7/28/1999,34
